개최예정연도,개최시작예정일자,개최종료예정일자,개최주기,해외전시회명,전시장명,개최국가명,개최도시명,산업분야수,산업분야,참가기업수,협약수행기관수,참가국가수,참가업체수,참관인수,개별참가업체수,담당무역관
2023,2023-05-01,2023-05-31,매년,2023 중국 다롄 수출입 상품 전시회 [CIECF],世界博覽廣場,중국,다롄,2,"뷰티&미용용품, 식품&음료",0,0,0,0,0,0,다롄무역관
2023,2023-05-01,2023-05-31,,2023 중국 광저우 춘계 차업 전시회 [Tea Expo Guangzhou],China Import and Export Fair Complex(Canton Fair Complex),중국,광저우,2,"식품&음료, 기타",0,0,0,0,0,0,광저우무역관
2023,2023-05-01,2023-05-31,기타,2023 중국 광저우 명주 전시회 [INTERWINE],China Import and Export Fair Complex(Canton Fair Complex),중국,광저우,1,식품&음료,0,0,0,0,0,0,광저우무역관
2023,2023-05-01,2023-05-31,매년,2023 중국 광저우 물류장비 및 기술 전시회 [LET CHINA],China Import and Export Fair Complex(Canton Fair Complex),중국,광저우,2,"기계&장비, 물류&운송",0,0,0,0,0,0,광저우무역관
2023,2023-05-01,2023-05-31,매년,2023 아랍에미리트 아부다비 전기차  전시회 [EVIS],Dubai International Conventional &amp; Exhibiton Centre,아랍에미리트,두바이,1,자동차,0,0,0,0,0,0,두바이무역관
2023,2023-05-01,2023-05-05,연2회,2023 중국 광저우 춘계 수출입 상품 전시회,China Import and Export Fair Complex(Canton Fair Complex),중국,광저우,4,"건축&기자재, 생활용품&가구, 기계&장비, 기타",0,0,0,0,0,0,
2023,2023-05-01,2023-05-05,매년,2023 브라질 농업 기술 전시회[ AGRISHOW ],Ribeirao Preto,브라질,상파울루,3,"농수산&임업, 전기전자&반도체, 기계&장비",0,0,0,0,0,0,상파울루무역관
2023,2023-05-01,2023-05-04,매년,2023 미국 휴스턴 해양플랜트 전시회 [OTC],NRG PARK,미국,휴스턴,4,"조선&플랜트, 전력&에너지, 물류&운송, 기타",0,0,0,0,0,0,
2023,2023-05-01,2023-05-04,매년,2023 미국 휴스턴 해양기술 전시회 [OTC 2023],Reliant Center,미국,휴스턴,2,"조선&플랜트, 전력&에너지",0,0,104,1346,31000,0,달라스무역관
2023,2023-05-01,2023-05-04,매년,2023 미국 워싱턴 투자 전시회 [Select USA],Gaylord National Resort &amp; Convention Center,미국,메릴랜드,1,금융&비즈니스서비스,0,0,0,0,0,0,워싱톤무역관
2023,2023-05-01,2023-05-04,매년,"2023 미국 뉴올리언즈 폐기물, 재활용 전시회 [Waste Expo 2023]",Ernest N. Morial Convention Center,미국,뉴올리언즈,1,환경&폐기물,0,0,0,0,0,0,달라스무역관
2023,2023-04-30,2023-05-30,,2023 미국 로즈몬트 비굴착식 건축 전시회 [NO-DIG SHOW],Oregon Convention Center,미국,포틀랜드,2,"건축&기자재, 기계&장비",0,0,0,0,0,0,시카고무역관
2023,2023-04-28,2023-05-07,매년,"2023 스위스 베른 농업, 상업 전시회 [BEA]",Bea Bern Expo,스위스,베른,2,"식품&음료, 농수산&임업",0,0,0,0,0,0,취리히무역관
2023,2023-04-28,2023-05-02,매년,2023 오스트리아 그라쯔 종합 전시회(봄),Messe Center Graz,오스트리아,그라쯔,2,"국가종합전시회, 기타",0,0,0,0,0,0,빈무역관
2023,2023-04-28,2023-05-01,매년,2023 ASEAN 시니어 케어 &amp; 웰니스 전시회 [AGEXPO],Kuala Lumpur Convention Centre (KLCC),말레이시아,쿠알라룸푸르,2,"식품&음료, 생활용품&가구",0,0,0,0,0,0,쿠알라룸푸르무역관
2023,2023-04-28,2023-05-01,매년,2023 말레이시아 쿠알라룸푸르르 인테리어 장식 전시회 [HOMEDEC],Kuala Lumpur Convention Centre (KLCC),말레이시아,쿠알라룸푸르,2,"금융&비즈니스서비스, 건축&기자재",0,0,0,0,0,0,쿠알라룸푸르무역관
2023,2023-04-28,2023-05-01,매년,2023 이탈리아 볼짜노 여가생활 전시회 [TEMPO LIBERO],"볼짜노, Fiera di Bolzano",이탈리아,볼짜노,1,생활용품&가구,0,0,0,0,0,0,밀라노무역관
2023,2023-04-27,2023-05-08,매년,2023 프랑스 파리 종합 전시회,Porte de Versailles,프랑스,파리,9,"국가종합전시회, 패션&섬유, 뷰티&미용용품, 식품&음료, 건축&기자재, 문구&선물, 레저&관광, 유아·아동&교육&임산부, 동물&애완용품",0,0,0,0,0,0,파리무역관
2023,2023-04-27,2023-04-30,매년,2023 중국 홍콩 선물용품 전시회 [Hong Kong Gifts &amp; Premium Fair 2023],홍콩전시컨벤션센터 HKCEC,홍콩,홍콩,1,생활용품&가구,0,0,0,0,0,0,
2023,2023-04-27,2023-04-30,매년,2023 독일 라이프찌히 국제 도서 전시회 [Leipzig Book Fair],Messegelande,독일,라이프찌히,1,문화콘텐츠&미디어,0,0,0,0,0,0,함부르크무역관
2023,2023-04-27,2023-04-30,매년,2023 중국 상하이 가전기구 전시회 [AWE],National Exhibition and Convention Center (Shanghai),중국,상하이,2,"생활용품&가구, 전기전자&반도체",0,0,0,0,0,0,상하이무역관
2023,2023-04-27,2023-04-29,매년,2023 인도 뉴델리 의료 전시회 [MFI],"Pragati Maidan, New Delhi",인도,뉴델리,1,의료&제약,0,0,20,400,10000,0,뉴델리무역관
2023,2023-04-27,2023-04-29,기타,2023 인도 뭄바이 바닥 설치 &amp; 청소 기술 및 기기 전시회  [Floor India 2023],Bombay Exhibition Centre,인도,뭄바이,1,건축&기자재,0,0,0,0,0,0,뭄바이무역관
2023,2023-04-27,2023-04-29,연2회,2023 톈진 국제 홈퍼니싱 박람회,국가회전중심(NCEC),중국,,2,"건축&기자재, 생활용품&가구",0,0,0,0,0,0,톈진무역관
2023,2023-04-26,2023-04-30,매년,2023 슬로바키아 니트라 가구 및 실내장식 전시회 [FURNITURE AND LIVING],AGROKOMPLEX NITRA,슬로바키아,니트라,1,생활용품&가구,0,0,0,0,0,0,브라티슬라바무역관
2023,2023-04-26,2023-04-30,기타,2023 스위스 제네바 발명 전시회 [Inventions Geneva],Palexpo-Geneve,스위스,제네바,16,"패션&섬유, 뷰티&미용용품, 식품&음료, 건축&기자재, 생활용품&가구, 문구&선물, 정보통신기술(IT)&S/W, 건강&스포츠, 레저&관광, 전기전자&반도체, 전력&에너지, 유아·아동&교육&임산부, 환경&폐기물, 기계&장비, 바이오, 동물&애완용품",0,0,0,0,0,0,취리히무역관
2023,2023-04-26,2023-04-29,매년,2023 멕시코 멕시코시티 항공우주 전시회  [FAMEX],멕시코 공군기지(Base Aerea Militar No. 1),멕시코,멕시코주,1,방위산업,0,0,48,712,35000,0,멕시코시티무역관
2023,2023-04-26,2023-04-29,매년,2023 베트남 호치민 섬유 사이공텍스 전시회,SECC (Saigon Exhibition and Convention Center),베트남,호치민,1,패션&섬유,0,0,0,0,0,0,
2023,2023-04-26,2023-04-28,매년,2023 대만 (타이완) 타이베이 안전 및 보안산업 전시회 [secutech],Taipei World Trade Center Nangang Exhibition Hall,대만 (타이완),타이베이,2,"방위산업, 기타",0,0,0,0,0,0,타이베이무역관
2023,2023-04-26,2023-04-28,매년,2023  러시아 블라디보스톡 빌딩 인더스트리 전시회 2023 [Город 2023],Fetisov-Arena Concert and Sports Complex,러시아,블라디보스톡,1,건축&기자재,0,0,0,0,0,0,블라디보스톡무역관
2023,2023-04-26,2023-04-28,,2023 우즈베키스탄 타슈켄트 의료 전시회 [TIHE],Uzexpocenter,우즈베키스탄,타슈켄트,3,"의료&제약, 바이오, 화학&나노",0,0,0,0,0,0,타슈켄트무역관
2023,2023-04-26,2023-04-28,매년,2023 우즈베키스탄 타슈켄트 구강용품 전시회 [Stomatology Uzbekistan],Uzexpocenter,우즈베키스탄,타슈켄트,2,"의료&제약, 바이오",0,0,0,0,0,0,타슈켄트무역관
2023,2023-04-26,2023-04-28,매년,2023 러시아 블라디보스톡 차량 및 물류 전시회,Fetisov-Arena Concert and Sports Complex,러시아,블라디보스톡,1,물류&운송,0,0,0,0,0,0,블라디보스톡무역관
2023,2023-04-26,2023-04-28,매년,일본 도쿄 사무용 가구  전시회,Tokyo Big Sight,일본,도쿄,1,생활용품&가구,0,0,0,0,0,0,도쿄무역관
2023,2023-04-26,2023-04-28,매년,2023 베트남 호치민 글로벌 소싱페어 전시회 [Global Sourcing Fair Vietnam],SECC (Saigon Exhibition and Convention Center),베트남,호치민,1,생활용품&가구,0,0,0,0,0,0,호치민무역관
2023,2023-04-26,2023-04-28,매년,2023 멕시코 멕시코시티 태양 에너지 전시회,Expo Guadalajara,멕시코,멕시코시티,1,전력&에너지,0,0,0,0,0,0,멕시코시티무역관
2023,2023-04-26,2023-04-27,매년,2023 멕시코 멕시코시티 물류 기술 전시회 [logistic summit expo],Centro Citibanamex,멕시코,멕시코시티,1,물류&운송,0,0,0,0,0,0,멕시코시티무역관
2023,2023-04-26,2023-04-27,매년,2023 일본 고베 에너지 기술 혁신 전시회,Kobe International Exhibition Hall,일본,고베,1,전력&에너지,0,0,0,0,0,0,오사카무역관
2023,2023-04-26,2023-04-27,매년,2023 일본 고베 기상 대책 전시회,Kobe International Exhibition Hall,일본,고베,1,기계&장비,0,0,0,0,0,0,오사카무역관
2023,2023-04-25,2023-04-30,매년,2023 태국 방콕 아세안빌딩기술 전시회 [Architect Expo],IMPACT,태국,방콕,1,건축&기자재,0,0,0,0,0,0,방콕무역관
2023,2023-04-25,2023-04-29,격년,"2023 브라질 상파울루 자동차 부품, 장비 및 서비스 전시회 [Automec]",Sao Paulo Expo,브라질,상파울루,2,"자동차, 기계&장비",0,0,0,0,0,0,상파울루무역관
2023,2023-04-25,2023-04-29,격년,브라질 국제 자동차부품 박람회,Sao Paulo Expo,브라질,상파울루,1,자동차,0,0,0,0,0,0,상파울루무역관
2023,2023-04-25,2023-04-28,매년,2023 싱가포르 싱가포르 국제 식품 전시회,Singapore Expo,싱가포르,싱가포르,2,"식품&음료, 기타",0,0,0,0,0,0,
2023,2023-04-25,2023-04-28,매년,2023 레바논 베이루트 호스피탈리티 식품 전시회 [HORECA],Beirut International Exhibition and Leisure Center(BIEL),레바논,베이루트,3,"식품&음료, 농수산&임업, 레저&관광",0,0,0,0,0,0,암만무역관
2023,2023-04-25,2023-04-28,격년,2023 싱가포르 프로와인 아시아 전시회 [Prowine Asia],Singapore Expo,싱가포르,싱가포르,1,식품&음료,0,0,0,0,0,0,싱가포르무역관
2023,2023-04-25,2023-04-28,격년,2023 싱가포르 국제 식품 및 호텔 전시회 - 식품전 [FHA Food &amp; Beverage],Singapore Expo,싱가포르,싱가포르,1,식품&음료,0,0,50,1300,47000,0,싱가포르무역관
2023,2023-04-25,2023-04-28,매년,2023 독일 프랑크푸르트 조명과 음향 전시회 [Prolight + Sound],Messegelaende Frankfurt,독일,프랑크푸르트,2,"건축&기자재, 생활용품&가구",0,0,0,0,0,0,프랑크푸르트무역관
2023,2023-04-25,2023-04-27,기타,2023 덴마크 코펜하겐 풍력 에너지 전시회 [WindEurope Copenhagen],Bella Center,덴마크,코펜하겐,2,"전기전자&반도체, 전력&에너지",0,0,50,500,15500,0,코펜하겐무역관
2023,2023-04-25,2023-04-27,매년,2023 미국 필라델피아 의약품 제약 전시회  [CPHI North America],Pennsylvania Convention Center,미국,필라델피아,1,의료&제약,0,0,0,0,0,0,뉴욕무역관
2023,2023-04-25,2023-04-27,매년,2023 독일 베를린 IT 의학 전시회 [DMEA],Messe Berlin,독일,베를린,3,"정보통신기술(IT)&S/W, 의료&제약, 바이오",0,0,0,0,0,0,함부르크무역관
2023,2023-04-25,2023-04-27,매년,2023 독일 슈투트가르트 운송 물류 전시회 [LogiMAT],Neue Messe Stuttgart,독일,슈투트가르트,1,물류&운송,0,0,0,0,0,0,프랑크푸르트무역관
2023,2023-04-25,2023-04-27,매년,"2023 프랑스 파리 복합소재, 신소재 전시회 [JEC WORLD]",Parc d&#39;Exposition-Paris Nord Villepinte,프랑스,파리,1,화학&나노,0,0,112,1200,33000,0,파리무역관
2023,2023-04-25,2023-04-27,격년,2023 싱가포르 해양 산업 전시회 [Sea Asia],Singapore Marina Bay Sands,싱가포르,싱가포르,1,조선&플랜트,0,0,30,300,12000,0,싱가포르무역관
2023,2023-04-25,2023-04-27,매년,2023 미국 뉴욕 의약품 전시회  [Interphex ],Jacob K. Javits Convention Center,미국,뉴욕,2,"의료&제약, 바이오",0,0,0,0,0,0,뉴욕무역관
2023,2023-04-25,2023-04-27,격년,2023 싱가포르 조선해양기자재 전시회,Marina at Keppel Bay,싱가포르,싱가포르,1,조선&플랜트,0,0,0,0,0,0,
2023,2023-04-25,2023-04-27,매년,2023 싱가포르 Sea Asia 전시회,Singapore Marina Bay Sands,싱가포르,싱가포르,1,조선&플랜트,0,0,0,0,0,0,
2023,2023-04-24,2023-04-27,격년,2023 칠레 산티아고 광업 전시회 [Expomin],Espacio Riesco,칠레,산티아고,2,"기계&장비, 금속&광물",0,0,35,1270,60000000,0,산티아고무역관
2023,2023-04-24,2023-04-27,,2023 미국 라스베가스 영화 산업 전시회 [CinemaCon],Caesars Palace Hotel &amp; Casino,미국,라스베가스,2,"문화콘텐츠&미디어, 유아·아동&교육&임산부",0,0,0,0,0,0,로스앤젤레스무역관
2023,2023-04-24,2023-04-27,매년,2023 러시아 모스크바 고무 및 타이어 전시회 [TIRES &amp; RUBBER],Expocenter,러시아,모스크바,1,화학&나노,0,0,0,0,0,0,모스크바무역관
2023,2023-04-24,2023-04-27,매년,2023 미국 샌프란시스코 정보보안 전시회 [RSAC],MOSCONE CENTER,미국,샌프란시스코,1,정보통신기술(IT)&S/W,0,0,40,185,20000,0,실리콘밸리무역관
2023,2023-04-24,2023-04-26,,2023 캐나다 애드먼튼 선물용품 전시회,Edmonton Expo Centre,캐나다,애드먼튼,5,"패션&섬유, 쥬얼리, 뷰티&미용용품, 생활용품&가구, 문구&선물",0,0,0,0,0,0,밴쿠버무역관
2023,2023-04-24,2023-04-26,매년,2023 중국 베이징 크로스보더 전자상거래 및 신규 전자상거래 박람회 [CBEC],New China International Exhibition Center,중국,베이징,1,기타,0,0,0,0,0,0,베이징무역관
2023,2023-04-23,2023-04-25,매년,2023 브라질 국제 유아 및 아동 상품 박람회[Pueri Expo],Expo Center Norte,브라질,상파울루,1,유아·아동&교육&임산부,0,0,0,0,0,0,상파울루무역관
2023,2023-04-23,2023-04-25,매년,2023 독일 쾰른 제과 및 단과류 전시회 [ISM],Messengelaende Koeln,독일,쾰른,1,식품&음료,0,0,0,0,0,0,프랑크푸르트무역관
2023,2023-04-23,2023-04-24,매년,2023 폴란드 포츠난 미용용품 및 화장품 전시회 [LOOK hairdressing fair],MTP Poznan Expo,폴란드,포즈난,1,뷰티&미용용품,0,0,0,0,0,0,바르샤바무역관
2023,2023-04-22,2023-06-23,매년,2023 폴란드 포츠난 미용용품 및 화장품 전시회 [LOOK i BEAUTY VISION],Poznan Congress Center,폴란드,포즈난,1,뷰티&미용용품,0,0,0,0,0,0,바르샤바무역관
2023,2023-04-22,2023-04-26,격년,2023 체코 브르노 수의학 전시회 [ANIMAL TECH],Brno Exhibition Center,체코,브르노,2,"농수산&임업, 의료&제약",0,0,0,0,0,0,프라하무역관
2023,2023-04-22,2023-04-24,,2023 중국 베이징 유아용품 전시회 [MICF],New China International Exhibition Center,중국,베이징,1,유아·아동&교육&임산부,0,0,5,340,33000,0,베이징무역관
2023,2023-04-21,2023-04-24,격년,"2023 베트남 하노이 건설, 광업 및 운송산업 전시회 [CONTECH]",National Exhibition Construction Center,베트남,하노이,4,"건축&기자재, 기계&장비, 금속&광물, 기타",0,0,0,0,0,0,하노이무역관
2023,2023-04-21,2023-04-23,매년,2023 프랑스 파리 도서 전시회,LE GRAND PALAIS,프랑스,파리,2,"문화콘텐츠&미디어, 문구&선물",0,0,2,300,100000,0,파리무역관
2023,2023-04-21,2023-04-23,매년,2023 중국 장사(창사) 지능제조 전시회 [CCEME],Changsha International Convention and Exhibition Centre (창사국제전람중심),중국,장사(창사),1,기계&장비,0,0,0,0,0,0,창사무역관
2023,2023-04-20,2023-04-23,매년,"2023 러시아 모스크바 웰빙 및 스파, 수영장 및 사우나 전시회 [Aqua Salon]",Crocus Expo Exhibition Center,러시아,모스크바,2,"건강&스포츠, 의료&제약",0,0,0,0,0,0,모스크바무역관
2023,2023-04-20,2023-04-23,매년,2023 슬로바키아 브라티슬라바 모터전시회 [AUTOSALON],INCHEBA EXPO exhibition centre (in Bratislava),슬로바키아,브라티슬라바,1,자동차,0,0,0,0,0,0,브라티슬라바무역관
2023,2023-04-20,2023-04-22,매년,2023 중국 심양(션양) 동북 공공 안전 전시회 [Northeast International Public Security Expo],선양 신세계 박람관,중국,심양(션양),3,"건축&기자재, 정보통신기술(IT)&S/W, 방위산업",0,0,0,0,0,0,선양무역관
2023,2023-04-20,2023-04-22,매년,2023 버밍험무역서비스박람회,NEC(National Exhibition Centre) Birmingham,영국,버밍햄,3,"국가종합전시회, 자동차, 물류&운송",0,0,0,0,0,0,런던무역관
2023,2023-04-20,2023-04-22,매년,2023 대만 타이베이 선물용품 전시회 [GIFTIONERY Taipei],Taipei World Trade Center Exhibition Hall,대만 (타이완),타이베이,2,"문화콘텐츠&미디어, 문구&선물",0,0,0,0,0,0,타이베이무역관
2023,2023-04-20,2023-04-22,격년,2023 덴마크 헤아닝 운송수단 전시회 [Transport],Messecenter Herning,덴마크,헤아닝,3,"자동차, 항공&우주, 물류&운송",0,0,0,0,0,0,코펜하겐무역관
2023,2023-04-20,2023-04-22,매년,2023 해로게이트 화훼 박람회,Great Yorkshire Showground,영국,해로게이트,3,"농수산&임업, 생활용품&가구, 동물&애완용품",0,0,0,0,0,0,런던무역관
2023,2023-04-19,2023-04-23,매년,2023 스위스 상갈렌 봄과 유행 전시회 [OFFA],Olma Messen St. Gallen,스위스,상갈렌,3,"문화콘텐츠&미디어, 생활용품&가구, 건강&스포츠",0,0,0,0,0,0,취리히무역관
2023,2023-04-19,2023-04-22,,2023 홍콩 가정용품 전시회 [HKTDC],홍콩전시컨벤션센터 HKCEC,홍콩,홍콩,1,생활용품&가구,0,0,17,1040,55590,0,홍콩무역관
2023,2023-04-19,2023-04-22,매년,2023 미국 오스틴 도서 전시회 [2023 TLA],Austin Convention Center,미국,오스틴,2,"문화콘텐츠&미디어, 기타",0,0,0,0,0,0,달라스무역관
2023,2023-04-19,2023-04-22,,2023 홍콩 패션 위크 전시회 [Fashion Instyle],홍콩전시컨벤션센터 HKCEC,홍콩,홍콩,1,패션&섬유,0,0,0,0,0,0,홍콩무역관
2023,2023-04-19,2023-04-22,,2023 홍콩 선물용품 전시회,홍콩전시컨벤션센터 HKCEC,홍콩,홍콩,1,문구&선물,0,0,0,0,0,0,홍콩무역관
2023,2023-04-19,2023-04-22,매년,2023 독일 프리드리히샤펜 항공 기술 전시회 [AERO Friedrichshafen],Messe Friedrichshafen,독일,프리드리히샤펜,1,항공&우주,0,0,0,0,0,0,프랑크푸르트무역관
2023,2023-04-19,2023-04-22,,"2023 홍콩 가정용 섬유, 직물, 가구 전시회",홍콩전시컨벤션센터 HKCEC,홍콩,홍콩,2,"패션&섬유, 생활용품&가구",0,0,0,0,0,0,홍콩무역관
2023,2023-04-19,2023-04-22,,"2023 홍콩 포장, 인쇄 전시회",Asia World - Expo,홍콩,홍콩,1,문구&선물,0,0,0,0,0,0,홍콩무역관
2023,2023-04-19,2023-04-21,매년,2023 중국 상하이 환경 전시회 [IE],"Shanghai New International Expo Center , SNIEC (상하이 신국제엑스포센터)",중국,상하이,3,"전력&에너지, 환경&폐기물, 기계&장비",0,0,24,2407,91007,0,상하이무역관
2023,2023-04-19,2023-04-21,매년,2023 일본 도쿄 의약품 원료 및 중간체 전시회  [CPhI],도쿄 빅사이트,일본,도쿄,1,의료&제약,0,0,0,0,0,0,도쿄무역관
2023,2023-04-19,2023-04-21,매년,2023 카자흐스탄 국제 관광 및 여행 박람회 [KITF 2023 ],Atakent Exhibition Center,카자흐스탄,알마티,3,"건강&스포츠, 레저&관광, 의료&제약",0,0,0,0,0,0,알마티무역관
2023,2023-04-19,2023-04-21,,2023 홍콩 라이센싱 전시회 [HKLS],홍콩전시컨벤션센터 HKCEC,홍콩,홍콩,1,문화콘텐츠&미디어,0,0,0,0,0,0,홍콩무역관
2023,2023-04-19,2023-04-21,격년,2023 베트남 호치민 분석기기 전시회 [ANALYTICA VIETNAM],SECC (Saigon Exhibition and Convention Center),베트남,호치민,2,"바이오, 화학&나노",0,0,0,0,0,0,호치민무역관
2023,2023-04-19,2023-04-21,매년,2023 일본 오사카 배리어 프리 전시회 [BARRIER FREE 2023],INTEX OSAKA,일본,오사카,1,의료&제약,0,0,0,0,0,0,오사카무역관
2023,2023-04-19,2023-04-20,매년,2023 폴란드 키엘체 가스 엔지니어링 전시회 [EXPO-GAS],Targi Kielce,폴란드,키엘체,1,기계&장비,0,0,0,0,0,0,바르샤바무역관
2023,2023-04-19,2023-04-20,매년,"2023 캐나다 몬트리올 기계공, 전기, 조명 전시회 [MCEE]",Place Bonaventure,캐나다,몬트리올,4,"건축&기자재, 전기전자&반도체, 전력&에너지, 기계&장비",0,0,0,0,0,0,토론토무역관
2023,2023-04-18,2023-04-23,격년,2023 이탈리아 밀라노 주방가구 전시회 [EUROCUCINA],"밀라노, Fiera Milano",이탈리아,밀라노,3,"건축&기자재, 생활용품&가구, 기계&장비",0,0,0,0,0,0,밀라노무역관
2023,2023-04-18,2023-04-23,매년,2023 이탈리아 밀라노 가구 전시회 [SALONE Internazionale del MOBILE],"밀라노, Fiera Milano City",이탈리아,밀라노,1,생활용품&가구,0,0,0,0,0,0,밀라노무역관
2023,2023-04-18,2023-04-21,,2023 중국 포산 세라믹 및 욕실 전시회,China Ceramics City,중국,포산,1,건축&기자재,0,0,0,0,0,0,광저우무역관
2023,2023-04-18,2023-04-20,매년,2023 러시아 모스크바 재활용 및 폐기관리 전시회 [WASMA],Expocenter,러시아,모스크바,1,환경&폐기물,0,0,0,0,0,0,모스크바무역관
2023,2023-04-18,2023-04-20,매년,2023 영국 런던 출판물 전시회,Olympia Exhibition Centre,영국,런던,2,"문화콘텐츠&미디어, 유아·아동&교육&임산부",0,0,0,0,0,0,런던무역관
2023,2023-04-18,2023-04-20,매년,2023 미국 로스앤젤레스 자연산물 전시회,미정,미국,미정,3,"금융&비즈니스서비스, 농수산&임업, 환경&폐기물",0,0,0,0,0,0,로스앤젤레스무역관
2023,2023-04-18,2023-04-20,매년,"2023 폴란드 바르샤바 음식, 음료 전시회 [World Food Poland]",Centrum EXPO XXI,폴란드,바르샤바,1,식품&음료,0,0,32,289,5436,0,바르샤바무역관
2023,2023-04-18,2023-04-20,매년,2023 미국 디트로이트 자동차부품 전시회 [SAE],TCF Center,미국,디트로이트,1,자동차,0,0,10,94,5000,0,디트로이트무역관
2023,2023-04-18,2023-04-20,매년,2023 멕시코 멕시코시티 보안 전시회,Centro Citibanamex,멕시코,멕시코시티,1,방위산업,0,0,22,350,20000,0,멕시코시티무역관
2023,2023-04-18,2023-04-20,격년,2023 싱가포르 해상 방위 전시회 [IMDEX Asia],Changi Exhibition Centre,싱가포르,싱가포르,2,"조선&플랜트, 방위산업",0,0,0,0,0,0,싱가포르무역관
2023,2023-04-18,2023-04-20,매년,"2023 폴란드 바르샤바 포장기법, 포장 전시회 [Warsaw Pack]",Ptak Warsaw Expo,폴란드,바르샤바,1,기계&장비,0,0,0,0,0,0,바르샤바무역관
2023,2023-04-18,2023-04-20,매년,2023 이탈리아 코모 실내장식용 직물 전시회 [PROPOSTE],"코모, Villa Erba",이탈리아,코모,1,패션&섬유,0,0,0,0,0,0,밀라노무역관
2023,2023-04-18,2023-04-20,매년,2023 인도 첸나이 자동차 테스팅 전시회,,인도,첸나이,2,"자동차, 기계&장비",0,0,0,0,0,0,첸나이무역관
2023,2023-04-18,2023-04-19,매년,2023 인도 뭄바이 화학 산업 전시회 [ChemproTech],Bombay Exhibition Centre,인도,뭄바이,2,"기계&장비, 화학&나노",0,0,0,0,0,0,뭄바이무역관
2023,2023-04-17,2023-04-22,격년,2023 독일 뮌헨 국제 건축건설 전시회 [BAU],Neue Messe Muenchen,독일,뮌헨,1,건축&기자재,0,0,0,0,0,0,뮌헨무역관
2023,2023-04-17,2023-04-21,매년,2023 독일 하노버 산업 전시회,Fairgrounds Hannover,독일,하노버,1,기계&장비,0,0,0,0,0,0,
2023,2023-04-17,2023-04-21,매년,2023 독일 하노버 산업 전시회,Fairgrounds Hannover,독일,하노버,1,기계&장비,0,0,0,0,0,0,
2023,2023-04-17,2023-04-21,매년,2023 미국 시카고  보건의료정보 관리 시스템 &amp; 헬스케어 전시회,McCormick Place,미국,시카고,0,,0,0,0,0,0,0,
2023,2023-04-17,2023-04-21,매년,2023 독일 하노버 산업 전시회,Fairgrounds Hannover,독일,하노버,1,기계&장비,0,0,0,0,0,0,
2023,2023-04-17,2023-04-21,매년,2023 독일 하노버 산업 전시회 [Hannover Messe],Hannover Messegelaende,독일,하노버,3,"정보통신기술(IT)&S/W, 기계&장비, 물류&운송",0,0,0,0,0,0,함부르크무역관
2023,2023-04-17,2023-04-19,매년,2023 프랑스 깐느 MIPTV 전시회 [MIPTV 2023],Palais des Festivals de Cannes,프랑스,깐느,1,문화콘텐츠&미디어,0,0,0,0,0,0,
2023,2023-04-17,2023-04-19,기타,2023 Moscow International Transport &amp; Logistics Exhibition and Conference ≪트랜스 러시아≫,Crocus Expo Exhibition Center,러시아,모스크바,2,"자동차, 기타",0,0,0,0,0,0,모스크바무역관
2023,2023-04-16,2023-04-19,매년,2023 미국 라스베가스 방송장비 [NAB Show],Las Vegas Convention Center,미국,라스베가스,2,"문화콘텐츠&미디어, 정보통신기술(IT)&S/W",0,0,0,0,0,0,로스앤젤레스무역관
2023,2023-04-16,2023-04-19,매년,2023 미국 라스베가스 국제방송장비 전시회 [NAB],LVCC West Hall,미국,라스베가스,2,"문화콘텐츠&미디어, 기타",0,0,0,0,0,0,
2023,2023-04-16,2023-04-18,매년,2023 멜버른 홈쇼 [Melbourne Home Show],Melbourne Convention Exhibition Centre,호주,멜버른,4,"건축&기자재, 생활용품&가구, 정보통신기술(IT)&S/W, 물류&운송",0,0,0,0,0,0,멜버른무역관
2023,2023-04-16,2023-04-17,매년,2023 영국 런던 유기농 상품 전시회,"ExCel, London",영국,런던,2,"식품&음료, 농수산&임업",0,0,74,600,7305,0,런던무역관
2023,2023-04-15,2023-04-19,,2023 중국 광저우 수출입 상품 교역 전시회,China Import and Export Fair Complex(Canton Fair Complex),중국,광저우,5,"국가종합전시회, 건축&기자재, 전기전자&반도체, 기계&장비, 화학&나노",0,0,0,0,0,0,광저우무역관
2023,2023-04-15,2023-04-18,매년,"2023 이탈리아 볼짜노 건물, 가구 전시회 [TIPWORLD]","볼짜노, Fiera di Bolzano",이탈리아,볼짜노,2,"건축&기자재, 생활용품&가구",0,0,0,0,0,0,밀라노무역관
2023,2023-04-15,2023-04-17,,2023 미국 시카고 미용 전시회 [ABS],Donald E Stephens Convention Center,미국,시카고,1,뷰티&미용용품,0,0,0,0,0,0,시카고무역관
2023,2023-04-15,2023-04-17,매년,2023 제15회 우한 국제 친환경 건축자재 및 인테리어 전시회,우한 국제 엑스포센터,중국,우한,1,건축&기자재,0,0,0,0,0,0,우한무역관
2023,2023-04-14,2023-04-18,매년,2023 인도 국제 식품 박람회 [Aahar 23 &ndash; International Food &amp; Hospitality Fair],"Pragati Maidan, New Delhi",인도,뉴델리,2,"식품&음료, 기타",0,0,0,0,0,0,뉴델리무역관
2023,2023-04-14,2023-04-17,매년,2023 대만 (타이완) 타이베이 국제 주류 전시회 [TWSF],Taipei World Trade Center Exhibition Hall,대만 (타이완),타이베이,1,식품&음료,0,0,0,0,0,0,타이베이무역관
